,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
2100,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2101,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2102,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2104,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2106,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2107,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2109,Nissan,Kicks,2018,Tünd qırmızı,1.6,Benzin,118000,Variator,Xeyr,14101
2110,Nissan,Qashqai,2011,Qara,2.0,Benzin,238000,Avtomat,Xeyr,11741
2111,BMW,X5,2008,Qara,3.0,Benzin,192000,Avtomat,Xeyr,15871
2113,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2116,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2121,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2122,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2123,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2124,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2125,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2126,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2127,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2129,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2131,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2132,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2134,Nissan,Kicks,2018,Tünd qırmızı,1.6,Benzin,118000,Variator,Xeyr,14101
2135,Nissan,Qashqai,2011,Qara,2.0,Benzin,238000,Avtomat,Xeyr,11741
2137,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2140,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2145,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2146,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2147,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2148,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2149,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2150,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2151,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2153,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2155,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2156,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2158,Nissan,Kicks,2018,Tünd qırmızı,1.6,Benzin,118000,Variator,Xeyr,14101
2159,Nissan,Qashqai,2011,Qara,2.0,Benzin,238000,Avtomat,Xeyr,11741
2161,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2164,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2169,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2170,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2171,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2172,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2173,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2174,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2175,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2177,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2179,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2180,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2182,Nissan,Kicks,2018,Tünd qırmızı,1.6,Benzin,118000,Variator,Xeyr,14101
2183,Nissan,Qashqai,2011,Qara,2.0,Benzin,238000,Avtomat,Xeyr,11741
2185,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2188,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2193,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2194,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2195,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2196,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2197,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2198,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2199,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2201,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2203,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2204,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2206,Nissan,Kicks,2018,Tünd qırmızı,1.6,Benzin,118000,Variator,Xeyr,14101
2207,Nissan,Qashqai,2011,Qara,2.0,Benzin,238000,Avtomat,Xeyr,11741
2209,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2212,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2217,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2218,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2219,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2220,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2221,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2222,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2223,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2225,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2227,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2228,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2230,Nissan,Kicks,2018,Tünd qırmızı,1.6,Benzin,118000,Variator,Xeyr,14101
2231,Nissan,Qashqai,2011,Qara,2.0,Benzin,238000,Avtomat,Xeyr,11741
2232,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2233,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2234,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2236,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2239,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2244,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2245,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2246,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2247,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2248,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2249,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2250,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2252,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2254,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2255,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2256,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2257,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2258,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2260,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2263,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2268,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2269,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2270,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2271,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2272,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2273,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2274,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2276,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2278,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2279,Geely,Coolray,2024,Mavi,1.5,Benzin,0,Robot,Bəli,23541
2280,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2281,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2282,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2283,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2285,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2288,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2293,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2294,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2295,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2296,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2297,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2298,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2299,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2301,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2303,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2304,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2305,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2306,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2307,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2309,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2312,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2317,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2318,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2319,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2320,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2321,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2322,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2323,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2325,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2327,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2328,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2329,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2330,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2331,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2333,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2336,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2341,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2342,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2343,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2344,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2345,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2346,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2347,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2349,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2351,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2352,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2353,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2354,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2355,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2357,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2360,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2365,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2366,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2367,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2368,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2369,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2370,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2371,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2373,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2375,Hyundai,Sonata,2017,Qara,2.0,Benzin,187000,Avtomat,Xeyr,13452
2377,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2378,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2379,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2380,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2382,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2385,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2390,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2391,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2392,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2393,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2394,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2395,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2396,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2398,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2401,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2402,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2403,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2404,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2406,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2409,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2414,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2415,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2416,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2417,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2418,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2419,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2420,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2422,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2426,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2427,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2428,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2429,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2431,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2434,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2439,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2440,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2441,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2442,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2443,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2444,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2445,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2447,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2450,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2451,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2452,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2453,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2455,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2458,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2463,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2464,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2465,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2466,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2467,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2468,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2469,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2471,Toyota,RAV4,2023,Qara,2.5,Hibrid,19000,Variator,Xeyr,35105
2475,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2476,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2477,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2478,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2480,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2483,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2488,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2489,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2490,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2491,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2492,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2493,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2494,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2499,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2500,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2501,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2502,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2504,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2507,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2512,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2513,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2514,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2515,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2516,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2517,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2518,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2520,Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,56000
2524,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2525,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2526,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2527,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2529,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2532,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2537,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2538,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2539,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2540,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2541,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2542,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2543,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2544,Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,56000
2548,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2549,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2550,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2551,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2553,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2556,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2561,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2562,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2563,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2564,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
2565,BMW,320,2016,Yaş Asfalt,2.0,Benzin,146012,Avtomat,Xeyr,15635
2566,Kia,Forte,2016,Gümüşü,1.8,Benzin,190744,Avtomat,Xeyr,9912
2567,Toyota,Camry,2023,Qara,2.5,Hibrid,35000,Variator,Xeyr,30800
2568,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,13990
2569,Hyundai,Sonata,2015,Ağ,2.4,Benzin,164500,Avtomat,Xeyr,18880
2570,Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,56000
2574,Nissan,Note,2019,Ağ,1.2,Hibrid,32500,Reduktor,Xeyr,12508
2575,Kia,Sorento,2018,Yaş Asfalt,2.2,Dizel,71000,Avtomat,Xeyr,27081
2576,Toyota,Sienta,2017,Gümüşü,1.5,Hibrid,56850,Variator,Xeyr,14720
2577,Toyota,Sienta,2016,Ağ,1.5,Hibrid,44444,Variator,Xeyr,15045
2579,Hyundai,ix35,2013,Qara,2.0,Benzin,145438,Avtomat,Xeyr,14750
2582,Hyundai,Grandeur,2023,Boz,1.6,Hibrid,28000,Avtomat,Xeyr,38500
2587,Changan,CS 55 Plus,2023,Boz,1.5,Benzin,41373,Avtomat,Xeyr,29284
2588,Hyundai,Grandeur,2015,Qara,2.2,Dizel,179000,Avtomat,Xeyr,20355
2589,BMW,530,2017,Qara,2.0,Benzin,108000,Avtomat,Xeyr,24500
2590,Nissan,Navara,2012,Qara,2.5,Dizel,256080,Avtomat,Xeyr,21239
